Comment in English,Spam / Ham,Sentiment
"Congratulation on completing the second tunnel, soon y’all can update this with actual footage.",spam,positive
It's very futuristic!,spam,positive
DAAAAAAAAAAAAAMN!,spam,neutral
"Elon, r u ok",spam,neutral
Assuming the earth is hollow.,spam,neutral
It needs to come to India.,spam,neutral
gta 6 leaked,spam,neutral
Its just me or someone else also find this scary 😶,spam,negative
Yes smuggling drugs would be easier,spam,neutral
wouldn't this leave a hole in the ground for people to drive into?,ham,neutral
"Rather than boring a maze underground,  he should better be investing in flying cars. 
Even his Tesla would be in a precarious situation with the emergence of Hydrogen Fueled cars..",ham,neutral
As much of a meme that this is this looks like an amazing idea,spam,positive
"We dont need cars just capsules that are ours, the vehicles will come and 
take us were we need and we can travel on public transportation without this problem of using a public bench",ham,neutral
Plot twist: you need to own a Tesla to use it,spam,neutral
"Understand this to all of you Elon Mush followers. EL ON, is an imposter on Our Planet and he is 
doing more harm to Our Planet and Atmosphere than you may think; with his revolutionary ideas. He is nothing but a South African Foreign Immigrant Boy Genius, that made his way into the USA through Canada, then by way of California. EL ON steals Our Tax Dollars by way of Grant Money from Our Own USA Government, which should go to USA Native Geniuses. No, instead Our Own USA Government gives this False Icon known as EL ON Musk the financial backing to pollute Our Earth with his Lithium Batteries and pollute Our Atmosphere with his Rockets and much other Space Debris. Now he plans to pollute Our Atmosphere even more with his Starlink Enterprise, which will cause a number of collisions with other Satellites in Space, causing more Space Junk and more Collisions. Who gave this EL ON a pass to pollute Our World and Atmosphere? The USA / State Government? News Flash, the Governments are there to Serve The People and We pay Our Taxes so the Governments can give EL ON more Grants and State Incentives to pollute Our World and Atmosphere.  This EL ON is an imposter sent to drain and deplete Our Planet and he is helping the Droconians find a new home in the next Planet over, Mars, so that they may Industrialize Mars too. Don't believe his hype. He only develops prototypes for his projects or Low Scale Developments of his ideas to a Minimum Point, so it is enough to get Investors and Grant Money. Or just to get Future Seekers, like me, following this Imposter. Our Future Generations are going to pay for the mess that EL ON has made here. By the way, if you think the ""Boring Company,"" is just another cute little name EL ON came up with; NO, the word ""Bor,"" means ""Drill,"" in the Dutch Language. That is exactly what the ""Boring Company,"" is doing; ""Drilling."" Under the Major Cities of the USA. There is something else going On here with EL ON. EL ON is from South Africa, but We All know the Dutch Settled in South Africa and created a Mass Apartiehd System, of Segregation, Hate, and Genocide on the Darker Peoples of South Africa.  The Dutch created one of the most Ruthless and Shameful Acts of Racism in Our Most Recent History. That same Dutch Mentality and Blood is in the Vessels of this Boy Genius, EL ON, that Everyone is praising today. The USA Government allows a Dutch / South African / Canadian / USA Alien Foreign Immigrant to come to Our Country and dig up under the streets in Our Major Cities in the name of getting from Point A to Point B faster, and he does his Ventures with USA Government Funding. What a Fu@kin joke. You People better wake up. EL ON is a master salesman and a golden boy for Future Seekers that want the latest gadgets for their garages. This is why he; sta, sta, sta, studders his words so much, because most of his words and prototypes will never come to fruition, and some are just lies. Last point: Why do I call him EL ON? Well, you know that all of the Biblical Arch Angels (Nephilims) have the EL on their last names (Micha'EL, Gabri'EL, Ari'EL, Isra'EL, etc.); and ON was an Ancient Demi-God of the Mesopotamian Era. EL ON is representing himself as this genius that We have started to worship as some sort of a Demi-God. I am kind of stuck on what to think about this EL ON now. I will keep track of his so-called progress and then make a determination.",spam,negative
What if it gets a flat tire or the tire explodes,ham,negative
Fast Travel IRL,spam,neutral
Wouldn't it be cheaper to just build more roads to work with self driving cars?,ham,negative
What is you just stood on the platform and let it take you around the place be like a rollercoaster,ham,neutral
"They need just to make a west route first so it’s big city’s like Denver, Seattle, Salt Lake City, Los Angels, San Francisco, Portland, Phoenix, Las Vegas, and Santa Fe. Make route with these Major Cities. I can totally see like Salt Lake City being the middle of the route. So like SLC to Las Vegas to Los Angels to San Francisco, Or SLC to Phoenix to Santa Fe to Denver to SLC, or Denver to Cheyenne, WYOMING to Boise, Idaho to Seattle. 
So if they are going to make route just make it Montana, Wyoming, Colorado, New Mexico, Arizona, Utah, Oregon, Nevada, and California maybe Texas?",spam,neutral
"Wait, this is just a subway with extra steps",spam,neutral
"Tunnel formation company that wants to ease up traffic, only fear is sink holes and earthquakes",ham,negative
Yawn Yawn Yawn...,spam,neutral
"0:57 you r showing only one car waiting,i guess it would be 100s of cars",ham,neutral
the hole that remains in the ground kills me ahahaha,spam,negative
Imagine getting stuck down there,spam,neutral
Elon what have you,spam,neutral
"This is a good concept, but if electronic system shut down while the driver is underground, how does he get out?",ham,positive
"What if the car struck in the middle of tunnel...
..more boring lmao",ham,positive
"One question, why don't you just build a subway. 1.) A subway is way more beneficial to people who doesn't have car. 
2.) a subway is way Way WAY more space efficient than these cars",ham,negative
Good idea but what about the possibility of sinkholes,ham,positive
"I represent a lover of retro classics in this tunnel, in a car like the VAZ 2104 you can survive in your own skin all the hardships and overloads of astronauts on takeoff))), 
and the car's braking system will not make you forget about it for a minute and stop being afraid ... This is extreme, this is ulta, this is a VAZ 2104 at a speed of 200 km / h ... There will be blowing from the cracks like a hairdryer 😂",spam,neutral
Good luck! Good luck to you,spam,positive
"With all due respect, this can be better: https://www.youtube.com/watch?v=LzGB9g-iuuE  Thanks",spam,negative
Fake Space Exploration of Mars,spam,negative
"Elon, Love your work. I'm a big fan. You are awesome. Along with, or rather than, the skid skate that any car may use.
. Tesla should build a tunnel ready vehicle with modified wheel hubs to ride on metal rails in the tunnels. Use a 3rd rail to power and recharge the Tesla battery while on the rails. Tesla computers would interface with the tunnel computers to maintain speed, safe distance, and merging to enter or exit the high speed transit rail.  The tunnel ready cars should seamlessly transition from human drivers on asphalt to automated override on the tunnel rails.",ham,neutral
"Oh god oh god .... This system is not possible to establish on an already established city .... 
Only a future planned city worth billions can make this thing happen .",ham,negative
so it's metro for cars. lame.,spam,negative
"This: exists
G forces: *let us introduce ourselves*",spam,neutral
"Why bother making Tunnels? Waste of time and money! Go air with drone propellers on your car 
automate the whole flight and you got air highways! Faster and cheaper and much more efficient",ham,negative
I love the engineering behind. I also love the song.,spam,positive
Someone has the music title plz? :),spam,neutral
This looks dumb and expensive as fuck,spam,negative
The possibilities are endless ...,spam,neutral
Imagine if there was an earthquake and you were underground,ham,negative
Hope I love long enough to experience this. And I'm only 12.,spam,positive
Perfect reason to spend billions of dollars,spam,neutral
If he want to do he just do,spam,neutral
I dont get get it how does this solve traffic would there be a line waiting to get into the tunnel,ham,neutral
"Maybe he could get his engineers to design a 3D tunnel printer to use some of the debris 
to print the completed framework behind the boring machine.",ham,neutral
"If under ground is taken up by roads and the ground we stand on concrete and buildings , 
and air  full of delivery drones where is the place for humans plants and animals?  🤔",ham,negative
"what about if the car isn't electric? i love the idea of it , but not every car will be electric.
 Most people are sitting here calling it a subway when really its beyond subway, it's literally a subway for cars , constant movement , no lights , and no traffic. It is ideal in this day in age , when traffic is more consistent in populated cities.",ham,positive
Impossible.,spam,negative
Can I bring my Honda on a Boring Company shuttle?,spam,neutral
wohoo now Elon is digging holes.,spam,neutral
"Advisor:Why do you want to construct tunnel
Elon:To get to Chipotle 15 seconds quicker",spam,neutral
👏Tunnel 👏 Review,spam,neutral
"2019: finally it's just gonna be an asphalted tunnel because: ''it just works'' Congratz Elon,
 wasting all that taxpayer money on cutting edge hair implants!",spam,negative
Nice that this is know a reality,spam,positive
This looks better than battlefield 5 😂😂😂,spam,neutral
So it's only for teslas?,spam,neutral
"Wait!  No barriers at the road level when the platform lowers?!?!  Just an unprotected hole in the road big enough
 for a car or pedestrian to fall into?!?!  What can possibly go wrong...",ham,neutral
